Company_ID,Sector,Credit_Rating,Score_Financial_Health,Score_Credit_Behaviour,Score_External_Risk,Score_Text_Signals,Final_Score,PD_Meta,Decision,Loan_Limit_Crore,Interest_Rate_Pct,Actual_Default
CMP_000235,Real_Estate_Commercial,AAA,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,56.23,10.0,0
CMP_000236,Steel_Secondary,BB,39.03,29.34,19.24,9.85,97.46,0.0,APPROVE,27.45,10.0,0
CMP_000237,Manufacturing_General,BB,39.05,29.34,19.05,9.85,97.29,0.0,APPROVE,19.32,10.0,0
CMP_000238,NBFC,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,62.26,10.0,0
CMP_000239,Manufacturing_General,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,34.05,10.0,0
CMP_000240,Chemical,NR,39.05,29.35,18.58,9.86,96.84,0.0,APPROVE,39.26,10.0,0
CMP_000241,Chemical,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,91.36,10.0,0
CMP_000242,Chemical,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,34.89,10.0,0
CMP_000243,Steel_Primary,C,16.18,9.05,13.45,5.47,44.15,1.0,REJECT,0.0,,1
CMP_000244,Manufacturing_General,BB,39.03,28.21,19.07,9.31,95.62,0.0,APPROVE,23.65,10.0,0
CMP_000245,Chemical,BBB,39.05,29.29,18.81,9.86,97.01,0.0,APPROVE,53.94,10.0,0
CMP_000246,Cement,B,39.0,29.32,19.05,8.27,95.64,0.0,APPROVE,50.56,10.0,0
CMP_000247,Agri_Food,B,36.01,19.42,19.23,4.94,79.6,0.0151,APPROVE,78.57,10.0,0
CMP_000248,Agri_Food,BBB,39.05,29.34,19.14,9.86,97.39,0.0,APPROVE,24.04,10.0,0
CMP_000249,FMCG_Distribution,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,26.5,10.0,0
CMP_000250,Steel_Secondary,BBB,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,72.03,10.0,0
CMP_000251,Steel_Primary,NR,39.04,29.34,19.25,9.01,96.64,0.0,APPROVE,46.76,10.0,0
CMP_000252,FMCG_Distribution,BB,39.05,29.14,19.21,9.86,97.26,0.0,APPROVE,18.51,10.0,0
CMP_000253,Steel_Secondary,AA,39.05,29.34,16.56,9.86,94.81,0.0,APPROVE,108.7,10.0,0
CMP_000254,Manufacturing_General,B,38.95,19.94,19.2,9.78,87.87,0.0002,APPROVE,9.82,10.0,1
CMP_000255,Pharma,BBB,39.04,29.35,19.14,9.85,97.38,0.0,APPROVE,71.57,10.0,0
CMP_000256,Chemical,AA,39.05,29.35,19.13,9.86,97.39,0.0,APPROVE,13.89,10.0,0
CMP_000257,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.84,97.49,0.0,APPROVE,172.77,10.0,0
CMP_000258,Pharma,BBB,39.05,29.35,18.95,9.85,97.2,0.0,APPROVE,11.11,10.0,0
CMP_000259,Manufacturing_General,B,39.04,29.34,19.2,9.85,97.43,0.0,APPROVE,96.07,10.0,0
CMP_000260,NBFC,A,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,35.8,10.0,0
CMP_000261,Agri_Food,B,16.94,8.92,14.16,4.44,44.46,1.0,REJECT,0.0,,1
CMP_000262,Manufacturing_General,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,44.33,10.0,0
CMP_000263,IT_Services,AA,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,63.36,10.0,0
CMP_000264,FMCG_Distribution,NR,39.04,29.35,19.25,9.86,97.5,0.0,APPROVE,18.54,10.0,0
CMP_000265,Real_Estate_Commercial,BBB,39.0,29.15,19.25,9.81,97.21,0.0,APPROVE,19.9,10.0,0
CMP_000266,Real_Estate_Residential,BBB,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,64.27,10.0,0
CMP_000267,Real_Estate_Residential,BBB,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,9.75,10.0,0
CMP_000268,Steel_Primary,B,38.85,29.31,19.2,9.84,97.2,0.0,APPROVE,23.95,10.0,0
CMP_000269,Steel_Secondary,BBB,39.05,29.35,19.21,9.85,97.46,0.0,APPROVE,350.0,10.0,0
CMP_000270,Hospitals_Healthcare,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,17.62,10.0,0
CMP_000271,Hospitals_Healthcare,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,95.73,10.0,0
CMP_000272,FMCG_Distribution,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,23.92,10.0,0
CMP_000273,Chemical,BB,39.05,29.24,19.24,9.86,97.39,0.0,APPROVE,57.43,10.0,0
CMP_000274,IT_Services,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,64.51,10.0,0
CMP_000275,IT_Services,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,94.3,10.0,0
CMP_000276,Infrastructure_Roads,A,39.05,29.33,19.25,9.86,97.49,0.0,APPROVE,32.56,10.0,0
CMP_000277,NBFC,BBB,39.02,29.35,19.24,9.1,96.71,0.0,APPROVE,187.62,10.0,0
CMP_000278,Real_Estate_Residential,NR,39.04,29.33,19.21,9.86,97.44,0.0,APPROVE,23.85,10.0,0
CMP_000279,Infrastructure_Roads,BBB,39.04,29.34,19.25,9.86,97.49,0.0,APPROVE,46.09,10.0,0
CMP_000280,FMCG_Distribution,NR,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,46.5,10.0,0
CMP_000281,Steel_Secondary,BBB,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,15.58,10.0,0
CMP_000282,Steel_Primary,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,30.41,10.0,0
CMP_000283,Manufacturing_General,C,27.04,21.72,19.07,5.25,73.08,0.3028,CONDITIONAL,26.09,12.35,1
CMP_000284,Pharma,BBB,39.05,29.35,18.55,9.85,96.8,0.0,APPROVE,27.05,10.0,0
CMP_000285,Manufacturing_General,BB,39.05,29.35,19.23,9.85,97.48,0.0,APPROVE,269.37,10.0,0
CMP_000286,IT_Services,NR,39.03,29.33,19.2,9.86,97.42,0.0,APPROVE,19.54,10.0,0
CMP_000287,Pharma,AA,39.05,29.35,19.21,9.36,96.97,0.0,APPROVE,98.19,10.0,0
CMP_000288,Steel_Secondary,AA,39.05,29.35,19.24,9.8,97.44,0.0,APPROVE,75.83,10.0,0
CMP_000289,NBFC,BB,38.98,29.13,19.25,9.43,96.79,0.0,APPROVE,37.8,10.0,0
CMP_000290,Manufacturing_General,A,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,19.13,10.0,0
CMP_000291,Manufacturing_General,A,39.05,29.35,19.2,9.86,97.46,0.0,APPROVE,20.67,10.0,0
CMP_000292,Hospitals_Healthcare,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,25.26,10.0,0
CMP_000293,Steel_Primary,AAA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,9.16,10.0,0
CMP_000294,Manufacturing_General,BB,39.05,29.34,19.23,9.86,97.48,0.0,APPROVE,17.12,10.0,0
CMP_000295,Pharma,A,39.05,29.35,19.11,9.85,97.36,0.0,APPROVE,11.68,10.0,0
CMP_000296,Infrastructure_Roads,BBB,39.04,29.35,19.25,9.85,97.49,0.0,APPROVE,112.17,10.0,0
CMP_000297,Textiles_Cotton,BBB,39.05,28.8,19.24,9.75,96.84,0.0,APPROVE,62.68,10.0,0
CMP_000298,NBFC,BBB,39.05,29.34,19.23,9.85,97.47,0.0,APPROVE,71.67,10.0,0
CMP_000299,Manufacturing_General,AAA,39.05,29.35,18.98,9.83,97.21,0.0,APPROVE,61.22,10.0,0
CMP_000300,Manufacturing_General,BB,39.05,29.35,19.16,9.86,97.42,0.0,APPROVE,43.68,10.0,0
CMP_000301,Pharma,AAA,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,122.96,10.0,0
CMP_000302,Pharma,BB,39.04,29.28,18.63,9.86,96.81,0.0,APPROVE,23.44,10.0,0
CMP_000303,NBFC,C,33.44,25.87,17.94,9.73,86.98,0.0003,APPROVE,41.62,10.0,0
CMP_000304,Real_Estate_Commercial,BBB,39.04,29.35,19.24,9.84,97.47,0.0,APPROVE,69.47,10.0,0
CMP_000305,Agri_Food,BBB,39.05,29.33,19.23,9.86,97.47,0.0,APPROVE,13.28,10.0,0
CMP_000306,IT_Services,BBB,39.01,29.35,18.74,9.86,96.96,0.0,APPROVE,350.0,10.0,0
CMP_000307,Steel_Secondary,BBB,39.05,29.35,19.24,9.7,97.34,0.0,APPROVE,39.1,10.0,0
CMP_000308,Infrastructure_Roads,C,17.28,12.52,14.94,5.73,50.47,1.0,REJECT,0.0,,1
CMP_000309,Textiles_Cotton,C,11.61,13.34,13.05,4.56,42.56,1.0,REJECT,0.0,,1
CMP_000310,Cement,BBB,39.05,29.31,19.24,9.86,97.46,0.0,APPROVE,79.46,10.0,0
CMP_000311,Manufacturing_General,BB,38.73,29.18,18.75,9.86,96.52,0.0,APPROVE,39.4,10.0,0
CMP_000312,Manufacturing_General,D,11.56,9.23,14.66,4.48,39.93,1.0,REJECT,0.0,,1
CMP_000313,Agri_Food,NR,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,11.47,10.0,0
CMP_000314,Hospitals_Healthcare,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,24.49,10.0,0
CMP_000315,Real_Estate_Residential,BBB,39.05,29.31,19.24,9.38,96.98,0.0,APPROVE,57.81,10.0,0
CMP_000316,Cement,A,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,54.52,10.0,0
CMP_000317,Manufacturing_General,NR,39.0,29.35,19.24,9.85,97.44,0.0,APPROVE,101.52,10.0,0
CMP_000318,Manufacturing_General,A,39.05,29.35,19.12,9.86,97.38,0.0,APPROVE,34.71,10.0,0
CMP_000319,Textiles_Cotton,BBB,39.05,29.06,19.25,9.83,97.19,0.0,APPROVE,12.6,10.0,0
CMP_000320,Pharma,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,89.0,10.0,0
CMP_000321,Real_Estate_Residential,A,39.05,29.35,19.19,9.78,97.37,0.0,APPROVE,120.57,10.0,0
CMP_000322,Real_Estate_Residential,BBB,39.05,29.34,19.05,9.86,97.3,0.0,APPROVE,78.41,10.0,0
CMP_000323,Textiles_Cotton,NR,39.02,29.27,18.86,9.8,96.95,0.0,APPROVE,33.53,10.0,0
CMP_000324,Chemical,AA,39.05,29.34,18.82,9.86,97.07,0.0,APPROVE,88.13,10.0,0
CMP_000325,Real_Estate_Commercial,BBB,39.05,29.34,19.22,9.85,97.46,0.0,APPROVE,350.0,10.0,0
CMP_000326,Pharma,AA,39.05,29.35,19.23,9.8,97.43,0.0,APPROVE,41.91,10.0,0
CMP_000327,NBFC,A,39.05,29.35,19.09,9.85,97.34,0.0,APPROVE,13.38,10.0,0
CMP_000328,Cement,BBB,39.05,29.33,19.25,9.86,97.49,0.0,APPROVE,23.91,10.0,0
CMP_000329,Textiles_Cotton,BBB,39.05,29.33,19.19,9.85,97.42,0.0,APPROVE,63.04,10.0,0
CMP_000330,Steel_Primary,A,39.05,29.35,19.24,9.68,97.32,0.0,APPROVE,10.58,10.0,0
CMP_000331,Real_Estate_Commercial,BBB,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,43.76,10.0,0
CMP_000332,Manufacturing_General,AA,39.05,29.35,19.25,9.84,97.49,0.0,APPROVE,51.81,10.0,0
CMP_000333,Manufacturing_General,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,130.51,10.0,0
CMP_000334,Manufacturing_General,NR,39.04,29.24,19.0,9.85,97.13,0.0,APPROVE,109.02,10.0,0
CMP_000335,Manufacturing_General,NR,39.03,27.08,19.22,9.85,95.18,0.0,APPROVE,76.32,10.0,0
CMP_000336,FMCG_Distribution,BBB,39.05,29.35,19.24,9.83,97.47,0.0,APPROVE,7.0,10.0,0
CMP_000337,Real_Estate_Residential,BBB,39.05,29.35,19.23,9.85,97.48,0.0,APPROVE,79.85,10.0,0
CMP_000338,IT_Services,C,16.82,13.04,18.74,5.3,53.9,0.9999,REJECT,0.0,,0
CMP_000339,Manufacturing_General,AAA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,46.9,10.0,0
CMP_000340,IT_Services,B,38.95,29.28,18.55,9.85,96.63,0.0,APPROVE,9.58,10.0,0
CMP_000341,IT_Services,NR,39.0,29.35,19.09,9.86,97.3,0.0,APPROVE,20.53,10.0,0
CMP_000342,Manufacturing_General,AA,39.05,29.34,19.19,9.86,97.44,0.0,APPROVE,15.03,10.0,0
CMP_000343,Cement,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,7.62,10.0,0
CMP_000344,Cement,NR,39.05,29.35,19.24,9.81,97.45,0.0,APPROVE,38.13,10.0,0
CMP_000345,NBFC,BBB,39.05,29.35,19.23,9.84,97.47,0.0,APPROVE,20.19,10.0,0
CMP_000346,NBFC,AAA,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,312.18,10.0,0
CMP_000347,Manufacturing_General,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,33.39,10.0,0
CMP_000348,Steel_Primary,BBB,39.04,29.35,19.24,9.72,97.35,0.0,APPROVE,107.59,10.0,0
CMP_000349,NBFC,BB,39.01,29.34,19.23,9.75,97.33,0.0,APPROVE,10.89,10.0,0
CMP_000350,IT_Services,BB,39.05,29.26,19.23,9.85,97.39,0.0,APPROVE,25.01,10.0,0
CMP_000351,FMCG_Distribution,NR,39.05,29.3,19.24,9.86,97.45,0.0,APPROVE,41.3,10.0,0
CMP_000352,Real_Estate_Residential,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,18.48,10.0,0
CMP_000353,Manufacturing_General,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,27.26,10.0,0
CMP_000354,Manufacturing_General,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,32.1,10.0,0
CMP_000355,NBFC,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,31.7,10.0,0
CMP_000356,Manufacturing_General,A,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,168.58,10.0,0
CMP_000357,NBFC,NR,39.04,29.34,19.16,9.54,97.08,0.0,APPROVE,51.72,10.0,0
CMP_000358,Chemical,B,38.97,29.34,19.13,9.85,97.29,0.0,APPROVE,56.09,10.0,0
CMP_000359,Pharma,BBB,39.03,29.34,19.11,9.84,97.32,0.0,APPROVE,58.86,10.0,0
CMP_000360,Steel_Primary,BBB,39.04,29.35,19.24,9.86,97.49,0.0,APPROVE,62.39,10.0,0
CMP_000361,NBFC,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,35.77,10.0,0
CMP_000362,IT_Services,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,29.57,10.0,0
CMP_000363,Pharma,BB,39.04,29.27,19.24,9.83,97.38,0.0,APPROVE,43.67,10.0,0
CMP_000364,Chemical,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,96.42,10.0,0
CMP_000365,Steel_Primary,NR,39.05,29.33,19.25,9.74,97.37,0.0,APPROVE,94.09,10.0,0
CMP_000366,Agri_Food,BB,17.32,14.16,14.91,4.76,51.15,1.0,REJECT,0.0,,1
CMP_000367,FMCG_Distribution,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,70.64,10.0,0
CMP_000368,Textiles_Cotton,BB,39.05,28.73,19.13,9.5,96.41,0.0,APPROVE,32.71,10.0,0
CMP_000369,Manufacturing_General,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,39.27,10.0,0
CMP_000370,Manufacturing_General,BBB,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,26.17,10.0,0
CMP_000371,Manufacturing_General,BBB,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,33.05,10.0,0
CMP_000372,Manufacturing_General,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,111.76,10.0,0
CMP_000373,Real_Estate_Residential,BB,39.05,29.27,19.09,9.86,97.27,0.0,APPROVE,41.15,10.0,0
CMP_000374,Manufacturing_General,BBB,39.04,29.35,19.25,9.86,97.5,0.0,APPROVE,42.59,10.0,0
CMP_000375,Steel_Secondary,B,38.85,29.31,19.08,9.8,97.04,0.0,APPROVE,12.0,10.0,0
CMP_000376,Hospitals_Healthcare,BBB,39.05,29.35,19.1,9.86,97.36,0.0,APPROVE,29.84,10.0,0
CMP_000377,Manufacturing_General,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,31.51,10.0,0
CMP_000378,Hospitals_Healthcare,B,35.44,29.28,19.18,9.83,93.73,0.0,APPROVE,19.69,10.0,1
CMP_000379,Steel_Secondary,A,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,38.88,10.0,0
CMP_000380,Manufacturing_General,A,39.05,29.35,19.23,9.85,97.48,0.0,APPROVE,27.11,10.0,0
CMP_000381,Real_Estate_Residential,BBB,39.05,29.32,19.19,9.81,97.37,0.0,APPROVE,40.75,10.0,0
CMP_000382,NBFC,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,42.12,10.0,0
CMP_000383,FMCG_Distribution,AAA,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,17.79,10.0,0
CMP_000384,Real_Estate_Commercial,BB,39.04,29.17,19.06,9.81,97.08,0.0,APPROVE,27.78,10.0,0
CMP_000385,Hospitals_Healthcare,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,40.66,10.0,0
CMP_000386,Steel_Secondary,BBB,39.04,29.35,19.24,9.84,97.47,0.0,APPROVE,98.57,10.0,0
CMP_000387,Manufacturing_General,NR,38.98,29.35,19.21,9.86,97.4,0.0,APPROVE,46.93,10.0,0
CMP_000388,Real_Estate_Commercial,BBB,39.05,29.25,19.16,9.75,97.21,0.0,APPROVE,22.5,10.0,0
CMP_000389,Hospitals_Healthcare,B,39.02,29.33,19.25,9.84,97.44,0.0,APPROVE,52.59,10.0,0
CMP_000390,Agri_Food,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,149.81,10.0,0
CMP_000391,Cement,BBB,39.05,29.34,19.21,9.86,97.46,0.0,APPROVE,79.58,10.0,0
CMP_000392,Steel_Primary,B,16.17,12.28,13.42,7.34,49.21,1.0,REJECT,0.0,,1
CMP_000393,Infrastructure_Roads,BBB,39.01,29.35,19.25,9.86,97.47,0.0,APPROVE,68.29,10.0,0
CMP_000394,Steel_Secondary,BB,39.03,28.62,17.66,9.73,95.04,0.0,APPROVE,120.94,10.0,0
CMP_000395,Chemical,BBB,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,90.36,10.0,0
CMP_000396,FMCG_Distribution,AA,39.05,29.35,18.71,9.86,96.97,0.0,APPROVE,60.14,10.0,0
CMP_000397,Cement,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,89.86,10.0,0
CMP_000398,Real_Estate_Commercial,BBB,39.04,29.17,19.22,9.85,97.28,0.0,APPROVE,16.09,10.0,0
CMP_000399,Real_Estate_Commercial,B,38.3,25.08,19.09,7.8,90.27,0.0001,APPROVE,11.49,10.0,0
CMP_000400,Manufacturing_General,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,43.34,10.0,0
CMP_000401,FMCG_Distribution,NR,39.05,29.3,19.05,9.86,97.26,0.0,APPROVE,40.38,10.0,0
CMP_000402,IT_Services,NR,39.05,29.34,19.1,9.86,97.35,0.0,APPROVE,24.73,10.0,0
CMP_000403,Hospitals_Healthcare,A,39.05,29.35,19.08,9.86,97.34,0.0,APPROVE,74.0,10.0,0
CMP_000404,Steel_Secondary,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,8.61,10.0,0
CMP_000405,FMCG_Distribution,C,14.15,9.31,13.59,4.44,41.49,1.0,REJECT,0.0,,1
CMP_000406,Steel_Primary,NR,39.05,29.35,19.25,9.81,97.46,0.0,APPROVE,25.93,10.0,0
CMP_000407,Manufacturing_General,BBB,39.05,29.34,19.21,9.86,97.46,0.0,APPROVE,10.32,10.0,0
CMP_000408,FMCG_Distribution,BBB,39.05,29.29,19.22,9.86,97.42,0.0,APPROVE,126.36,10.0,0
CMP_000409,Manufacturing_General,BBB,39.05,29.35,19.2,9.86,97.46,0.0,APPROVE,12.89,10.0,0
CMP_000410,Steel_Secondary,BB,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,23.87,10.0,0
CMP_000411,Chemical,A,39.05,29.35,18.74,9.86,97.0,0.0,APPROVE,79.02,10.0,0
CMP_000412,Chemical,BB,39.05,29.35,18.82,9.86,97.08,0.0,APPROVE,64.08,10.0,0
CMP_000413,Pharma,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,15.75,10.0,0
CMP_000414,NBFC,AA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,65.97,10.0,0
CMP_000415,IT_Services,BBB,39.05,29.35,19.15,9.86,97.41,0.0,APPROVE,48.19,10.0,0
CMP_000416,Steel_Secondary,BBB,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,247.09,10.0,0
CMP_000417,Steel_Secondary,BBB,39.05,29.35,18.69,9.86,96.95,0.0,APPROVE,52.8,10.0,0
CMP_000418,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,34.13,10.0,0
CMP_000419,Real_Estate_Commercial,BBB,39.05,29.35,19.24,9.62,97.26,0.0,APPROVE,19.26,10.0,0
CMP_000420,Infrastructure_Roads,A,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,21.07,10.0,0
CMP_000421,Infrastructure_Roads,BBB,39.05,29.35,19.25,9.79,97.44,0.0,APPROVE,19.74,10.0,0
CMP_000422,Manufacturing_General,NR,38.91,29.35,18.95,6.46,93.67,0.0,APPROVE,114.46,10.0,0
CMP_000423,IT_Services,BBB,39.05,29.34,19.23,9.85,97.47,0.0,APPROVE,38.77,10.0,0
CMP_000424,Manufacturing_General,BBB,39.05,29.33,18.9,9.86,97.14,0.0,APPROVE,60.07,10.0,0
CMP_000425,Pharma,BBB,39.05,29.33,19.17,9.84,97.39,0.0,APPROVE,128.34,10.0,0
CMP_000426,IT_Services,NR,39.04,27.45,18.59,9.86,94.94,0.0,APPROVE,7.0,10.0,0
CMP_000427,FMCG_Distribution,A,39.05,29.35,19.16,9.86,97.42,0.0,APPROVE,106.32,10.0,0
CMP_000428,Steel_Primary,BB,39.05,29.17,19.24,9.72,97.18,0.0,APPROVE,39.95,10.0,0
CMP_000429,Manufacturing_General,BB,39.03,29.35,19.02,9.86,97.26,0.0,APPROVE,54.13,10.0,0
CMP_000430,Manufacturing_General,BBB,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,19.7,10.0,0
CMP_000431,Infrastructure_Roads,AA,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,20.89,10.0,0
CMP_000432,NBFC,BB,39.03,29.34,19.19,9.85,97.41,0.0,APPROVE,56.51,10.0,0
CMP_000433,Manufacturing_General,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,257.5,10.0,0
CMP_000434,Manufacturing_General,BBB,39.05,29.33,19.23,9.84,97.45,0.0,APPROVE,85.28,10.0,0
CMP_000435,Real_Estate_Residential,BB,39.04,29.33,18.63,9.8,96.8,0.0,APPROVE,105.19,10.0,0
CMP_000436,Manufacturing_General,A,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,32.77,10.0,0
CMP_000437,Hospitals_Healthcare,B,38.97,29.23,19.18,9.27,96.65,0.0,APPROVE,23.65,10.0,0
CMP_000438,Real_Estate_Residential,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,20.46,10.0,0
CMP_000439,Manufacturing_General,B,38.8,29.34,19.12,9.85,97.11,0.0,APPROVE,25.86,10.0,0
CMP_000440,Manufacturing_General,BBB,39.05,29.34,19.24,9.82,97.45,0.0,APPROVE,7.4,10.0,0
CMP_000441,Agri_Food,A,39.05,29.34,19.14,9.86,97.39,0.0,APPROVE,21.4,10.0,0
CMP_000442,Steel_Primary,A,39.05,29.34,19.24,9.85,97.48,0.0,APPROVE,24.41,10.0,0
CMP_000443,Steel_Primary,NR,39.05,29.23,19.23,9.81,97.32,0.0,APPROVE,33.22,10.0,0
CMP_000444,Hospitals_Healthcare,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,42.47,10.0,0
CMP_000445,Chemical,A,39.05,29.22,19.25,9.86,97.38,0.0,APPROVE,51.07,10.0,0
CMP_000446,Agri_Food,BBB,39.05,29.35,19.09,9.86,97.35,0.0,APPROVE,37.76,10.0,0
CMP_000447,Real_Estate_Commercial,BB,39.04,28.45,19.15,9.79,96.43,0.0,APPROVE,24.0,10.0,0
CMP_000448,Steel_Primary,BBB,39.05,29.29,19.24,9.81,97.39,0.0,APPROVE,7.94,10.0,0
CMP_000449,Manufacturing_General,A,39.05,29.33,19.23,9.86,97.47,0.0,APPROVE,24.12,10.0,0
CMP_000450,Infrastructure_Roads,A,39.05,29.35,19.12,9.86,97.38,0.0,APPROVE,17.56,10.0,0
CMP_000451,Pharma,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,55.49,10.0,0
CMP_000452,Cement,A,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,79.1,10.0,0
CMP_000453,FMCG_Distribution,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,80.98,10.0,0
CMP_000454,Manufacturing_General,BB,39.05,29.32,19.2,9.85,97.42,0.0,APPROVE,70.03,10.0,0
CMP_000455,IT_Services,A,39.05,29.34,19.14,9.86,97.39,0.0,APPROVE,34.35,10.0,0
CMP_000456,Manufacturing_General,BBB,39.04,29.35,19.23,9.86,97.48,0.0,APPROVE,25.17,10.0,0
CMP_000457,IT_Services,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,21.02,10.0,0
CMP_000458,Manufacturing_General,NR,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,11.44,10.0,0
CMP_000459,Manufacturing_General,NR,39.03,29.34,19.24,9.86,97.47,0.0,APPROVE,84.5,10.0,0
CMP_000460,Manufacturing_General,B,39.04,29.35,19.15,8.54,96.08,0.0,APPROVE,33.24,10.0,0
CMP_000461,NBFC,A,39.05,29.34,19.25,9.83,97.47,0.0,APPROVE,14.1,10.0,0
CMP_000462,Real_Estate_Commercial,AA,39.05,29.32,19.25,9.85,97.47,0.0,APPROVE,19.73,10.0,0
CMP_000463,NBFC,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,19.1,10.0,0
CMP_000464,Agri_Food,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,39.56,10.0,0
CMP_000465,Steel_Primary,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,89.78,10.0,0
CMP_000466,Steel_Secondary,BB,39.04,29.34,19.24,9.84,97.46,0.0,APPROVE,28.93,10.0,0
CMP_000467,FMCG_Distribution,B,38.98,29.27,19.17,7.08,94.5,0.0,APPROVE,7.0,10.0,0
CMP_000468,Textiles_Cotton,B,17.28,13.37,13.51,4.58,48.74,1.0,REJECT,0.0,,1
CMP_000469,Agri_Food,BBB,39.05,29.3,19.22,9.85,97.42,0.0,APPROVE,33.73,10.0,0
CMP_000470,Manufacturing_General,BB,39.04,29.32,19.21,9.86,97.43,0.0,APPROVE,31.93,10.0,0
CMP_000471,Agri_Food,BBB,39.05,29.3,18.92,9.86,97.13,0.0,APPROVE,23.14,10.0,0
CMP_000472,Manufacturing_General,AA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,45.48,10.0,0
