MSME_Tier,Industry_Sector,Sector_Beta,DSCR,Current_Ratio,EBITDA_Margin,GST_Delay_Days,GST_Mismatch_Pct,Fraud_Keyword_Count,Default_Flag
Micro,Manufacturing,1.1,1.0,1.02,0.0232,8,0.083,0,0
Small,Retail_Trading,1.0,1.39,1.25,0.1537,1,0.0252,0,0
Micro,Auto_Ancillary,1.5,1.28,1.18,0.0758,2,0.0447,0,0
Micro,Auto_Ancillary,1.5,1.53,1.33,0.1438,3,0.0698,0,0
Micro,Auto_Ancillary,1.5,1.07,1.06,0.0416,11,0.0549,0,0
Micro,Auto_Ancillary,1.5,1.61,1.39,0.1431,1,0.0587,0,0
Small,Auto_Ancillary,1.5,2.01,1.7,0.1139,0,0.044,0,0
Micro,Logistics,1.3,1.36,1.22,0.1014,2,0.035,0,0
Micro,IT_Services,0.8,1.56,1.35,0.1106,3,0.0388,0,0
Micro,Retail_Trading,1.0,1.68,1.44,0.1041,4,0.0164,0,0
Small,Manufacturing,1.1,1.24,1.15,0.0876,5,0.0579,0,0
Micro,Auto_Ancillary,1.5,1.49,1.31,0.109,3,0.047,0,0
Micro,Auto_Ancillary,1.5,1.41,1.25,0.1146,8,0.0839,1,0
Micro,Manufacturing,1.1,1.44,1.27,0.1334,15,0.0666,0,0
Small,Manufacturing,1.1,1.09,1.07,0.1758,3,0.0439,0,0
Micro,IT_Services,0.8,1.41,1.26,0.0857,10,0.0566,0,0
Micro,Logistics,1.3,1.6,1.38,0.1326,1,0.0256,0,0
Micro,IT_Services,0.8,1.98,1.67,0.1715,2,0.0724,0,0
Small,Manufacturing,1.1,1.78,1.51,0.1094,1,0.0681,0,0
Micro,Auto_Ancillary,1.5,2.26,1.92,0.0717,1,0.0251,0,0
Micro,Auto_Ancillary,1.5,1.09,1.07,0.0377,6,0.0471,0,0
Micro,Auto_Ancillary,1.5,1.75,1.49,0.0526,0,0.0255,0,0
Micro,Logistics,1.3,1.47,1.3,0.1794,0,0.021,0,0
Micro,Manufacturing,1.1,2.28,1.94,0.1776,0,0.0358,0,0
Micro,IT_Services,0.8,1.08,1.06,0.1348,10,0.0758,0,0
Micro,Auto_Ancillary,1.5,1.06,1.06,0.1425,3,0.0224,0,0
Micro,Manufacturing,1.1,1.16,1.11,0.0893,8,0.4358,0,1
Micro,Retail_Trading,1.0,0.55,0.82,0.1704,2,0.0518,0,0
Micro,Manufacturing,1.1,1.19,1.13,0.1239,5,0.0386,0,0
Micro,IT_Services,0.8,1.1,1.07,0.1052,6,0.0415,0,0
Micro,Retail_Trading,1.0,1.46,1.29,0.1631,1,0.0278,0,0
Micro,IT_Services,0.8,1.54,1.34,0.1499,8,0.0642,0,0
Micro,Retail_Trading,1.0,2.15,1.82,0.199,0,0.0698,0,0
Micro,Auto_Ancillary,1.5,1.78,1.51,0.1863,1,0.0676,0,0
Micro,Manufacturing,1.1,1.17,1.11,0.0978,18,0.0756,0,0
Micro,Manufacturing,1.1,1.04,1.04,0.1125,2,0.049,0,0
Small,Manufacturing,1.1,1.6,1.38,0.0945,1,0.0254,0,0
Micro,IT_Services,0.8,0.87,0.96,0.0392,9,0.0612,0,0
Micro,IT_Services,0.8,2.13,1.8,0.18,0,0.0339,0,0
Micro,Auto_Ancillary,1.5,1.87,1.58,0.174,2,0.0336,0,0
Micro,Manufacturing,1.1,1.21,1.14,0.0398,1,0.0208,0,0
Small,Retail_Trading,1.0,0.71,0.89,0.0663,8,0.0683,0,0
Small,IT_Services,0.8,1.94,1.64,0.1437,4,0.0477,0,0
Micro,IT_Services,0.8,1.35,1.22,0.1237,5,0.058,0,0
Micro,Logistics,1.3,1.9,1.6,0.2148,1,0.0577,0,0
Micro,Logistics,1.3,0.76,0.91,0.0715,6,0.0501,0,0
Small,IT_Services,0.8,1.16,1.11,0.1041,4,0.0195,0,0
Small,IT_Services,0.8,1.4,1.25,0.1439,2,0.0532,0,0
Small,Auto_Ancillary,1.5,1.42,1.26,0.1079,4,0.0739,0,0
Micro,IT_Services,0.8,1.22,1.14,0.0943,7,0.0503,0,0
Small,Auto_Ancillary,1.5,1.65,1.42,0.1084,2,0.0536,0,0
Micro,Retail_Trading,1.0,0.97,1.01,0.1115,8,0.0381,0,0
Micro,Retail_Trading,1.0,1.34,1.21,0.1113,5,0.0184,0,0
Small,Retail_Trading,1.0,1.45,1.28,0.1469,1,0.0529,0,0
Small,Logistics,1.3,1.61,1.39,0.1413,0,0.0079,0,0
Micro,Logistics,1.3,1.68,1.44,0.0245,4,0.0406,0,0
Micro,Auto_Ancillary,1.5,0.95,1.0,0.0378,5,0.0597,0,0
Medium,Manufacturing,1.1,0.79,0.92,0.0771,8,0.0684,0,0
Small,IT_Services,0.8,1.91,1.61,0.1764,4,0.0521,0,0
Micro,Auto_Ancillary,1.5,1.53,1.34,0.1014,2,0.0615,0,0
Micro,IT_Services,0.8,1.1,1.08,0.1218,5,0.0279,0,0
Micro,IT_Services,0.8,2.02,1.7,0.1668,0,0.0334,0,0
Micro,IT_Services,0.8,1.45,1.28,0.1417,4,0.0522,0,0
Micro,Retail_Trading,1.0,1.87,1.58,0.1188,0,0.0495,0,0
Micro,Manufacturing,1.1,1.43,1.27,0.079,7,0.0459,0,0
Micro,IT_Services,0.8,2.22,1.89,0.1049,1,0.0451,0,0
Micro,Manufacturing,1.1,2.1,1.78,0.257,0,0.0415,0,0
Micro,Manufacturing,1.1,1.3,1.19,0.1327,0,0.0527,0,0
Small,IT_Services,0.8,1.79,1.52,0.203,0,0.0643,0,0
Small,Manufacturing,1.1,1.66,1.42,0.0998,4,0.0355,0,0
Micro,IT_Services,0.8,1.95,1.64,0.1877,2,0.0422,0,0
Micro,Manufacturing,1.1,1.01,1.03,0.0871,6,0.0242,0,0
Micro,Retail_Trading,1.0,1.67,1.43,0.1299,1,0.0111,0,0
Micro,Retail_Trading,1.0,1.82,1.54,0.1264,1,0.0525,0,0
Micro,Retail_Trading,1.0,0.7,0.88,0.0596,8,0.0669,0,0
Micro,Retail_Trading,1.0,0.93,0.99,0.0694,4,0.0783,0,0
Micro,Retail_Trading,1.0,0.58,0.83,0.0859,3,0.0791,0,0
Micro,IT_Services,0.8,1.29,1.18,0.0942,1,0.0167,0,0
Small,Auto_Ancillary,1.5,1.69,1.44,0.1361,1,0.0284,0,0
Micro,Retail_Trading,1.0,2.0,1.69,0.1133,1,0.0521,0,0
Small,Manufacturing,1.1,1.43,1.27,0.1471,0,0.0528,0,0
Micro,Retail_Trading,1.0,2.05,1.73,0.1292,1,0.0225,0,0
Micro,IT_Services,0.8,0.85,0.95,0.1579,3,0.0263,0,0
Micro,Logistics,1.3,0.72,0.89,0.0909,2,0.0463,0,0
Small,IT_Services,0.8,1.38,1.24,0.1154,2,0.0229,0,0
Micro,Manufacturing,1.1,1.55,1.35,0.1849,2,0.0517,0,0
Micro,Manufacturing,1.1,1.39,1.24,0.1013,2,0.0503,0,0
Micro,IT_Services,0.8,0.57,0.83,0.072,20,0.0663,0,0
Micro,Manufacturing,1.1,1.36,1.23,0.0929,5,0.0297,0,0
Micro,Auto_Ancillary,1.5,0.88,0.96,0.1066,11,0.0639,0,0
Micro,Retail_Trading,1.0,1.67,1.43,0.1038,17,0.087,0,0
Micro,Retail_Trading,1.0,1.55,1.35,0.1543,1,0.0363,0,0
Micro,Retail_Trading,1.0,1.02,1.04,0.1033,1,0.034,0,0
Medium,Manufacturing,1.1,1.19,1.13,0.1425,2,0.0241,0,0
Micro,Manufacturing,1.1,0.98,1.01,0.1297,5,0.0554,0,0
Micro,Manufacturing,1.1,1.37,1.23,0.1002,4,0.0318,0,0
Micro,Manufacturing,1.1,1.78,1.51,0.1083,2,0.0662,0,0
Micro,Logistics,1.3,1.01,1.03,0.0922,4,0.0521,0,0
Small,Retail_Trading,1.0,1.6,1.38,0.1284,3,0.0489,0,0
Micro,Retail_Trading,1.0,1.19,1.12,0.1238,8,0.0569,0,0
Micro,Retail_Trading,1.0,1.08,1.07,0.1236,2,0.0353,0,0
Micro,Retail_Trading,1.0,1.36,1.22,0.1171,1,0.0512,0,0
Micro,Retail_Trading,1.0,0.99,1.02,0.0785,18,0.0775,0,0
Micro,Auto_Ancillary,1.5,1.18,1.12,0.0896,2,0.0807,0,0
Micro,Auto_Ancillary,1.5,0.92,0.98,0.1198,9,0.0679,0,0
Micro,IT_Services,0.8,2.19,1.85,0.1276,0,0.0684,0,0
Micro,Manufacturing,1.1,1.41,1.26,0.1411,8,0.0431,0,0
Micro,IT_Services,0.8,1.12,1.09,0.1305,3,0.0438,0,0
Micro,Logistics,1.3,1.49,1.3,0.1797,3,0.0611,0,0
Micro,Manufacturing,1.1,1.36,1.22,0.1006,1,0.0686,0,0
Micro,Logistics,1.3,1.31,1.2,0.1045,2,0.0383,0,0
Micro,Manufacturing,1.1,1.65,1.41,0.045,4,0.0361,0,0
Micro,IT_Services,0.8,1.7,1.45,0.0975,1,0.0682,0,0
Micro,Manufacturing,1.1,1.19,1.12,0.0765,1,0.0721,0,0
Small,Logistics,1.3,1.17,1.11,0.1293,14,0.0382,0,0
Micro,Auto_Ancillary,1.5,1.29,1.18,0.1819,2,0.0645,0,0
Micro,IT_Services,0.8,0.48,0.79,0.1045,17,0.0746,0,0
Micro,Manufacturing,1.1,0.79,0.92,0.1321,17,0.0601,0,0
Small,Manufacturing,1.1,1.95,1.64,0.1158,1,0.0334,0,0
Micro,Manufacturing,1.1,2.06,1.74,0.1024,1,0.029,0,0
Micro,IT_Services,0.8,1.3,1.19,0.1071,4,0.0504,0,0
Small,Manufacturing,1.1,1.63,1.4,0.1064,3,0.0678,0,0
Micro,Retail_Trading,1.0,1.52,1.33,0.0934,6,0.0804,0,0
Micro,Logistics,1.3,2.63,2.31,0.1773,1,0.0698,0,0
Small,Logistics,1.3,1.85,1.56,0.0944,3,0.0466,0,0
Micro,Manufacturing,1.1,1.35,1.22,0.1483,2,0.0574,0,0
Small,Auto_Ancillary,1.5,1.02,1.03,0.0901,5,0.0602,0,0
Micro,Logistics,1.3,0.76,0.91,0.0926,3,0.0524,0,0
Micro,Manufacturing,1.1,1.48,1.3,0.1269,4,0.072,0,0
Small,Retail_Trading,1.0,1.1,1.07,0.0908,19,0.359,4,1
Micro,Auto_Ancillary,1.5,0.83,0.94,0.1436,6,0.0605,0,0
Micro,IT_Services,0.8,1.14,1.1,0.0508,13,0.0595,0,0
Micro,Manufacturing,1.1,0.97,1.01,0.1497,8,0.0624,0,0
Micro,Manufacturing,1.1,2.07,1.75,0.1343,0,0.0275,0,0
Micro,Logistics,1.3,1.75,1.49,0.1679,0,0.0384,0,0
Micro,Auto_Ancillary,1.5,1.4,1.25,0.1273,1,0.0341,0,0
Micro,Logistics,1.3,1.99,1.68,0.1749,1,0.0663,0,0
Micro,Auto_Ancillary,1.5,1.43,1.27,0.1169,4,0.063,0,0
Micro,Manufacturing,1.1,1.06,1.05,0.115,7,0.073,0,0
Micro,IT_Services,0.8,2.01,1.7,0.1846,0,0.0209,0,0
Micro,Retail_Trading,1.0,1.62,1.39,0.1321,5,0.062,0,0
Micro,Auto_Ancillary,1.5,0.99,1.02,0.1522,3,0.0524,0,0
Micro,Logistics,1.3,1.32,1.2,0.1299,3,0.0512,0,0
Micro,Retail_Trading,1.0,1.05,1.05,0.0791,3,0.032,0,0
Micro,Auto_Ancillary,1.5,0.85,0.95,0.0849,3,0.0807,0,0
Micro,Manufacturing,1.1,1.77,1.5,0.1674,0,0.0491,0,0
Micro,Logistics,1.3,2.16,1.83,0.1051,2,0.0553,0,0
Micro,Retail_Trading,1.0,0.84,0.95,0.1267,6,0.0503,0,0
Micro,Logistics,1.3,1.63,1.4,0.1156,1,0.0556,0,0
Micro,Logistics,1.3,1.14,1.1,0.0623,3,0.0683,0,0
Micro,Logistics,1.3,1.21,1.13,0.1198,10,0.0524,0,0
Micro,Logistics,1.3,1.16,1.11,0.0849,8,0.0568,0,0
Micro,IT_Services,0.8,1.05,1.05,0.0852,8,0.0491,0,0
Micro,Retail_Trading,1.0,1.42,1.26,0.0978,13,0.0657,0,0
Small,Retail_Trading,1.0,1.07,1.06,0.1109,12,0.048,0,0
Micro,Auto_Ancillary,1.5,1.51,1.32,0.11,3,0.0401,0,0
Micro,Auto_Ancillary,1.5,1.38,1.24,0.1335,2,0.0202,0,0
Micro,Manufacturing,1.1,1.3,1.19,0.1533,15,0.0688,0,0
Micro,Manufacturing,1.1,1.04,1.04,0.1253,10,0.0704,0,0
Micro,Logistics,1.3,1.17,1.11,0.177,2,0.0312,0,0
Micro,Auto_Ancillary,1.5,1.7,1.45,0.2073,0,0.0346,0,0
Micro,Manufacturing,1.1,1.6,1.38,0.1174,0,0.0068,0,0
Micro,Manufacturing,1.1,1.01,1.03,0.0621,2,0.03,0,0
Micro,IT_Services,0.8,1.44,1.28,0.111,2,0.0557,0,0
Micro,Retail_Trading,1.0,1.7,1.45,0.1364,5,0.0527,0,0
Micro,IT_Services,0.8,0.73,0.9,0.1749,10,0.0849,0,0
Micro,Logistics,1.3,1.62,1.39,0.115,3,0.0488,0,0
Micro,Logistics,1.3,1.13,1.09,0.1196,6,0.0605,0,0
Micro,IT_Services,0.8,1.63,1.4,0.1042,1,0.0489,0,0
Micro,Manufacturing,1.1,1.09,1.07,0.0951,1,0.0471,0,0
Micro,Logistics,1.3,0.68,0.87,0.0466,8,0.0617,0,0
Micro,IT_Services,0.8,0.75,0.9,0.0403,15,0.0643,0,0
Micro,Auto_Ancillary,1.5,1.42,1.26,0.1707,2,0.0099,0,0
Micro,Logistics,1.3,1.5,1.32,0.1632,4,0.0512,0,0
Micro,Manufacturing,1.1,1.04,1.04,0.092,5,0.0392,0,0
Micro,Logistics,1.3,1.66,1.42,0.1692,0,0.039,0,0
Micro,Auto_Ancillary,1.5,0.74,0.9,0.0455,10,0.0812,0,0
Micro,Retail_Trading,1.0,1.37,1.23,0.1126,2,0.0205,0,0
Micro,Retail_Trading,1.0,0.92,0.98,0.107,11,0.0811,0,0
Micro,Auto_Ancillary,1.5,1.14,1.1,0.156,1,0.0408,0,0
Micro,Manufacturing,1.1,1.42,1.26,0.128,8,0.0534,0,0
Micro,IT_Services,0.8,1.06,1.05,0.1262,1,0.0551,0,0
Micro,Logistics,1.3,1.25,1.16,0.0966,3,0.0479,0,0
Micro,Auto_Ancillary,1.5,1.8,1.53,0.1458,0,0.025,0,0
Micro,Logistics,1.3,1.17,1.11,0.1571,7,0.033,0,0
Micro,Logistics,1.3,1.73,1.48,0.0741,1,0.0361,0,0
Micro,Manufacturing,1.1,0.95,1.0,0.1436,3,0.0627,0,0
Micro,Logistics,1.3,1.61,1.39,0.1208,5,0.043,0,0
Small,Retail_Trading,1.0,1.98,1.67,0.0915,1,0.0462,0,0
Micro,Retail_Trading,1.0,0.41,0.76,0.0707,11,0.0418,0,0
Micro,Logistics,1.3,1.08,1.07,0.1545,6,0.0408,0,0
Micro,IT_Services,0.8,1.63,1.4,0.1116,3,0.0371,0,0
Micro,Retail_Trading,1.0,1.32,1.2,0.1277,4,0.0242,0,0
Micro,Auto_Ancillary,1.5,1.55,1.35,0.0668,2,0.0428,0,0
Micro,Logistics,1.3,1.16,1.11,0.0434,4,0.0656,0,0
Micro,Retail_Trading,1.0,1.43,1.27,0.0819,5,0.0643,0,0
Micro,Logistics,1.3,1.34,1.21,0.1546,2,0.0455,0,0
Micro,Auto_Ancillary,1.5,1.87,1.58,0.1368,1,0.0411,0,0
Micro,Retail_Trading,1.0,1.5,1.32,0.1644,0,0.0179,0,0
Micro,Auto_Ancillary,1.5,1.54,1.34,0.1679,2,0.08,0,0
Micro,Auto_Ancillary,1.5,1.24,1.15,0.0856,6,0.0487,0,0
Micro,IT_Services,0.8,1.2,1.13,0.1696,5,0.0571,0,0
Micro,Manufacturing,1.1,1.23,1.15,0.0931,3,0.0514,0,0
Micro,IT_Services,0.8,1.56,1.35,0.163,2,0.0341,0,0
Micro,Retail_Trading,1.0,1.23,1.15,0.1484,2,0.0302,0,0
Micro,Retail_Trading,1.0,1.52,1.32,0.127,7,0.0835,0,0
Micro,Auto_Ancillary,1.5,2.23,1.89,0.1557,0,0.0584,0,0
Micro,Manufacturing,1.1,1.75,1.49,0.1457,4,0.0585,0,0
Micro,Logistics,1.3,1.27,1.17,0.119,3,0.0396,0,0
Micro,Logistics,1.3,1.88,1.59,0.1249,0,0.0441,0,0
Micro,Auto_Ancillary,1.5,1.24,1.15,0.096,3,0.0509,0,0
Micro,IT_Services,0.8,0.58,0.83,0.0734,5,0.0383,0,0
Micro,Manufacturing,1.1,1.0,1.02,0.1485,3,0.0594,0,0
Small,Logistics,1.3,0.65,0.86,0.0318,5,0.3527,0,1
Micro,Manufacturing,1.1,1.26,1.17,0.0962,3,0.0359,0,0
Micro,IT_Services,0.8,1.41,1.25,0.1083,6,0.0696,0,0
Micro,Auto_Ancillary,1.5,2.07,1.75,0.1385,3,0.0619,0,0
Micro,IT_Services,0.8,1.53,1.33,0.1361,1,0.0718,0,0
Micro,Logistics,1.3,1.31,1.2,0.0671,7,0.0317,0,0
Micro,Retail_Trading,1.0,1.73,1.48,0.1709,5,0.0406,0,0
Micro,Auto_Ancillary,1.5,0.52,0.8,0.1171,4,0.0499,0,0
Micro,Retail_Trading,1.0,1.49,1.31,0.1485,0,0.0561,0,0
Micro,IT_Services,0.8,1.71,1.46,0.1247,0,0.0192,0,0
Micro,Logistics,1.3,0.81,0.93,0.0693,7,0.0475,0,0
Micro,Logistics,1.3,1.86,1.57,0.1264,0,0.024,0,0
Medium,Retail_Trading,1.0,1.54,1.34,0.1276,6,0.0384,0,0
Micro,Auto_Ancillary,1.5,1.23,1.15,0.1378,0,0.03,0,0
Small,Auto_Ancillary,1.5,1.65,1.42,0.1271,2,0.0381,0,0
Micro,IT_Services,0.8,2.31,1.97,0.1695,1,0.0181,0,0
Micro,Logistics,1.3,1.47,1.3,0.107,5,0.0642,0,0
Micro,IT_Services,0.8,1.5,1.31,0.1345,6,0.0772,0,0
Micro,Manufacturing,1.1,1.22,1.14,0.1035,12,0.0662,0,0
Small,Auto_Ancillary,1.5,1.06,1.05,0.1162,6,0.0195,0,0
Micro,Retail_Trading,1.0,1.73,1.48,0.0685,1,0.0499,0,0
Micro,Auto_Ancillary,1.5,1.06,1.05,0.1242,5,0.0361,0,0
Micro,Logistics,1.3,1.43,1.27,0.1409,3,0.0399,0,0
Micro,Logistics,1.3,1.21,1.14,0.1317,4,0.0583,0,0
Micro,Auto_Ancillary,1.5,1.59,1.38,0.0915,2,0.0487,0,0
Micro,Retail_Trading,1.0,1.53,1.34,0.0993,7,0.0528,0,0
Micro,Manufacturing,1.1,1.82,1.54,0.1048,1,0.0195,0,0
Small,Auto_Ancillary,1.5,1.2,1.13,0.1239,3,0.0185,0,0
Micro,Auto_Ancillary,1.5,1.29,1.18,0.1398,1,0.0521,0,0
Small,Retail_Trading,1.0,1.01,1.03,0.0788,10,0.0685,0,0
Micro,IT_Services,0.8,1.22,1.14,0.1611,13,0.4401,0,1
Micro,Retail_Trading,1.0,1.55,1.35,0.1738,5,0.0447,0,0
Micro,Auto_Ancillary,1.5,1.7,1.45,0.1372,0,0.0287,0,0
Micro,Auto_Ancillary,1.5,1.03,1.04,0.1188,2,0.0236,0,0
Micro,IT_Services,0.8,1.75,1.49,0.0723,0,0.0325,0,0
Micro,Manufacturing,1.1,1.94,1.64,0.1223,2,0.0546,0,0
Micro,Retail_Trading,1.0,1.57,1.36,0.0807,4,0.0492,0,0
Micro,Auto_Ancillary,1.5,2.15,1.82,0.1167,0,0.037,0,0
Micro,Manufacturing,1.1,1.09,1.07,0.1265,3,0.0734,0,0
Micro,Manufacturing,1.1,0.9,0.97,0.1278,1,0.0399,0,0
Micro,Auto_Ancillary,1.5,0.69,0.88,0.1208,6,0.0705,0,0
Micro,Retail_Trading,1.0,2.0,1.69,0.1528,0,0.0288,0,0
Micro,Auto_Ancillary,1.5,1.66,1.42,0.1497,1,0.0381,0,0
Micro,Retail_Trading,1.0,1.38,1.24,0.0609,16,0.0627,0,0
Micro,IT_Services,0.8,1.51,1.32,0.0772,5,0.084,0,0
Micro,Auto_Ancillary,1.5,0.95,1.0,0.0943,6,0.0783,0,0
Micro,IT_Services,0.8,2.38,2.04,0.181,0,0.0377,0,0
Small,Retail_Trading,1.0,1.45,1.28,0.1057,2,0.0549,0,0
Micro,IT_Services,0.8,1.44,1.28,0.0719,7,0.077,0,0
Micro,IT_Services,0.8,1.69,1.45,0.1063,1,0.0741,0,0
Micro,Manufacturing,1.1,1.59,1.38,0.0935,1,0.0251,0,0
Micro,Manufacturing,1.1,1.49,1.31,0.0604,10,0.0578,0,0
Micro,Retail_Trading,1.0,1.08,1.07,0.1889,1,0.0724,0,0
Small,Manufacturing,1.1,1.59,1.37,0.1727,8,0.0623,0,0
Micro,IT_Services,0.8,2.15,1.82,0.0777,3,0.0514,0,0
Micro,Retail_Trading,1.0,1.94,1.64,0.0711,3,0.0495,0,0
Micro,Manufacturing,1.1,2.04,1.72,0.1159,0,0.0435,0,0
Micro,Logistics,1.3,1.2,1.13,0.0572,13,0.0704,0,0
Micro,Logistics,1.3,1.0,1.03,0.1915,16,0.0582,0,0
Micro,Retail_Trading,1.0,1.35,1.22,0.0886,1,0.0336,0,0
Micro,Auto_Ancillary,1.5,1.42,1.26,0.1341,2,0.0574,0,0
Micro,Auto_Ancillary,1.5,1.84,1.56,0.119,0,0.0351,0,0
Micro,IT_Services,0.8,0.72,0.89,0.0501,7,0.0713,0,0
Micro,IT_Services,0.8,2.01,1.7,0.1829,0,0.0476,2,0
Micro,IT_Services,0.8,1.34,1.21,0.1415,7,0.0617,0,0
Micro,Retail_Trading,1.0,1.23,1.15,0.111,1,0.053,0,0
Micro,Auto_Ancillary,1.5,1.0,1.02,0.1911,6,0.0625,0,0
Micro,Manufacturing,1.1,0.74,0.9,0.1021,11,0.0692,0,0
Micro,IT_Services,0.8,1.73,1.47,0.1164,1,0.0148,0,0
Micro,IT_Services,0.8,1.43,1.27,0.1914,2,0.0406,0,0
Micro,Auto_Ancillary,1.5,0.88,0.97,0.1142,4,0.0418,0,0
Micro,Logistics,1.3,0.88,0.96,0.159,5,0.059,0,0
Micro,Logistics,1.3,1.27,1.17,0.1132,12,0.0859,0,0
Micro,Auto_Ancillary,1.5,2.07,1.75,0.0362,1,0.0495,0,0
Micro,Manufacturing,1.1,1.3,1.19,0.0587,5,0.0517,0,0
Micro,Manufacturing,1.1,0.8,0.93,0.1356,3,0.0711,0,0
Micro,Manufacturing,1.1,1.3,1.19,0.0945,6,0.0548,0,0
Small,Retail_Trading,1.0,1.29,1.18,0.1249,4,0.0505,0,0
Micro,Manufacturing,1.1,0.32,0.73,0.1184,14,0.0827,0,0
Micro,Logistics,1.3,1.38,1.24,0.1257,2,0.0389,0,0
Micro,IT_Services,0.8,1.31,1.19,0.0848,1,0.0395,0,0
Small,IT_Services,0.8,1.68,1.44,0.1307,0,0.0432,0,0
Micro,Auto_Ancillary,1.5,2.14,1.81,0.1535,1,0.0323,0,0
Small,Auto_Ancillary,1.5,1.85,1.57,0.1231,2,0.0706,0,0
Micro,Logistics,1.3,1.29,1.18,0.0649,6,0.0752,0,0
Micro,IT_Services,0.8,0.96,1.0,0.0893,9,0.0494,0,0
Micro,IT_Services,0.8,2.43,2.09,0.1578,0,0.0122,0,0
Micro,Manufacturing,1.1,1.42,1.26,0.068,3,0.0424,0,0
Micro,Retail_Trading,1.0,1.41,1.25,0.0866,0,0.0704,0,0
Micro,Retail_Trading,1.0,1.39,1.24,0.0933,3,0.0607,0,0
Micro,Auto_Ancillary,1.5,1.48,1.3,0.055,11,0.0493,0,0
Micro,IT_Services,0.8,1.34,1.21,0.1224,3,0.0787,0,0
Small,Logistics,1.3,1.17,1.11,0.1195,14,0.355,0,1
Micro,Auto_Ancillary,1.5,1.18,1.12,0.0913,6,0.0648,0,0
Micro,Manufacturing,1.1,1.39,1.24,0.0693,8,0.0271,0,0
Micro,Manufacturing,1.1,1.18,1.12,0.1262,6,0.0599,0,0
Medium,Logistics,1.3,1.11,1.08,0.1286,7,0.0669,0,0
Small,IT_Services,0.8,1.44,1.28,0.1253,3,0.085,0,0
Micro,IT_Services,0.8,1.3,1.19,0.1174,6,0.0665,0,0
Micro,Logistics,1.3,2.0,1.69,0.1658,0,0.0419,0,0
Micro,Logistics,1.3,0.34,0.74,0.0741,22,0.0867,0,0
Micro,Retail_Trading,1.0,1.84,1.55,0.1038,6,0.0856,0,0
Micro,Logistics,1.3,1.9,1.6,0.1374,2,0.0395,0,0
Micro,Logistics,1.3,0.57,0.83,0.0725,8,0.0707,0,0
Micro,Auto_Ancillary,1.5,1.26,1.17,0.1119,1,0.0478,0,0
Micro,Logistics,1.3,1.25,1.16,0.1465,4,0.0384,0,0
Micro,Logistics,1.3,0.84,0.94,0.0534,8,0.0425,0,0
Micro,Manufacturing,1.1,1.09,1.07,0.1141,3,0.0535,0,0
Small,Retail_Trading,1.0,0.96,1.0,0.0563,3,0.0486,0,0
Micro,Logistics,1.3,2.1,1.77,0.1144,0,0.0164,0,0
Micro,Logistics,1.3,1.77,1.51,0.1927,1,0.0457,0,0
Micro,IT_Services,0.8,1.91,1.61,0.1571,2,0.0609,0,0
Micro,Manufacturing,1.1,1.69,1.44,0.1374,3,0.0373,0,0
Micro,Retail_Trading,1.0,0.95,1.0,0.0411,33,0.0735,0,1
Micro,IT_Services,0.8,1.19,1.13,0.103,7,0.0349,0,0
Micro,Logistics,1.3,1.6,1.38,0.0518,7,0.0599,0,0
Micro,Manufacturing,1.1,0.91,0.98,0.1018,6,0.0722,0,0
Micro,Retail_Trading,1.0,1.69,1.44,0.0857,0,0.0224,0,0
Micro,IT_Services,0.8,1.3,1.19,0.1366,2,0.0468,0,0
Micro,IT_Services,0.8,1.25,1.16,0.1199,12,0.0457,0,0
Micro,Retail_Trading,1.0,1.68,1.44,0.0868,1,0.0561,0,0
Micro,Manufacturing,1.1,1.58,1.37,0.1411,2,0.0305,0,0
Small,Retail_Trading,1.0,1.26,1.16,0.191,2,0.0327,0,0
Micro,Auto_Ancillary,1.5,1.86,1.58,0.1311,5,0.0722,0,0
Micro,Manufacturing,1.1,0.97,1.01,0.135,7,0.0738,0,0
Micro,Manufacturing,1.1,1.65,1.41,0.0528,5,0.0848,0,0
Micro,Auto_Ancillary,1.5,1.64,1.41,0.1466,1,0.2868,0,0
Micro,Auto_Ancillary,1.5,1.28,1.17,0.0942,0,0.0177,0,0
Micro,IT_Services,0.8,1.53,1.33,0.1154,2,0.0698,0,0
Micro,Manufacturing,1.1,0.9,0.97,0.1218,5,0.0084,0,0
Micro,Retail_Trading,1.0,1.77,1.5,0.1259,2,0.0362,0,0
Micro,IT_Services,0.8,1.33,1.2,0.0577,2,0.0334,0,0
Micro,Manufacturing,1.1,1.19,1.13,0.1676,1,0.0337,0,0
Micro,Auto_Ancillary,1.5,1.82,1.54,0.0836,4,0.0572,0,0
Micro,IT_Services,0.8,1.12,1.09,0.078,4,0.0352,0,0
Micro,Logistics,1.3,0.84,0.94,0.1022,6,0.0638,0,0
Medium,Logistics,1.3,0.78,0.92,0.1001,2,0.054,0,0
Micro,Auto_Ancillary,1.5,1.64,1.41,0.1454,1,0.0713,0,0
Micro,Manufacturing,1.1,0.89,0.97,0.1044,9,0.057,0,0
Micro,Auto_Ancillary,1.5,2.1,1.78,0.1902,1,0.0463,0,0
Micro,IT_Services,0.8,0.57,0.82,0.1047,6,0.0607,0,0
Micro,IT_Services,0.8,2.08,1.75,0.1037,0,0.0482,0,0
Micro,Retail_Trading,1.0,1.48,1.3,0.0281,3,0.0172,0,0
Micro,Logistics,1.3,1.36,1.23,0.124,4,0.0768,0,0
